TF_ID	Gene_ID	Family
Glyma.03G144200.2.p	Glyma.03G144200	C3H
Glyma.03G144300.1.p	Glyma.03G144300	C3H
Glyma.03G144300.2.p	Glyma.03G144300	C3H
Glyma.03G157400.1.p	Glyma.03G157400	C2H2
Glyma.03G160700.1.p	Glyma.03G160700	C2H2
Glyma.03G173100.1.p	Glyma.03G173100	C2H2
Glyma.03G173200.1.p	Glyma.03G173200	C2H2
Glyma.03G173300.1.p	Glyma.03G173300	C2H2
Glyma.03G179700.1.p	Glyma.03G179700	C2H2
Glyma.03G179700.2.p	Glyma.03G179700	C2H2
Glyma.03G186100.1.p	Glyma.03G186100	C2H2
Glyma.03G190700.1.p	Glyma.03G190700	C2H2
Glyma.03G211700.1.p	Glyma.03G211700	C2H2
Glyma.03G217900.1.p	Glyma.03G217900	C2H2
Glyma.03G228100.1.p	Glyma.03G228100	C2H2
Glyma.03G236600.1.p	Glyma.03G236600	C2H2
Glyma.04G033300.1.p	Glyma.04G033300	C2H2
Glyma.04G044900.1.p	Glyma.04G044900	C2H2
Glyma.04G050300.1.p	Glyma.04G050300	C3H
Glyma.04G062600.1.p	Glyma.04G062600	C2H2
Glyma.04G127600.1.p	Glyma.04G127600	C2H2
Glyma.04G130300.1.p	Glyma.04G130300	C2H2
Glyma.04G191900.1.p	Glyma.04G191900	C2H2
Glyma.04G192000.1.p	Glyma.04G192000	C2H2
Glyma.04G192000.2.p	Glyma.04G192000	C2H2
Glyma.04G192000.3.p	Glyma.04G192000	C2H2
Glyma.04G192000.4.p	Glyma.04G192000	C2H2
Glyma.04G192100.1.p	Glyma.04G192100	C3H
Glyma.04G214200.1.p	Glyma.04G214200	C3H
Glyma.04G214200.2.p	Glyma.04G214200	C3H
Glyma.04G214200.3.p	Glyma.04G214200	C3H
Glyma.04G214200.4.p	Glyma.04G214200	C3H
Glyma.04G214200.5.p	Glyma.04G214200	C3H
Glyma.04G214200.6.p	Glyma.04G214200	C3H
Glyma.04G214200.7.p	Glyma.04G214200	C3H
Glyma.04G214200.8.p	Glyma.04G214200	C3H
Glyma.04G222700.1.p	Glyma.04G222700	C2H2
Glyma.05G008000.1.p	Glyma.05G008000	C3H
Glyma.05G008000.2.p	Glyma.05G008000	C3H
Glyma.05G008400.1.p	Glyma.05G008400	C3H
Glyma.05G022700.1.p	Glyma.05G022700	C2H2
Glyma.05G044300.1.p	Glyma.05G044300	C3H
Glyma.05G059800.1.p	Glyma.05G059800	C2H2
Glyma.05G111400.1.p	Glyma.05G111400	C2H2
Glyma.05G112200.1.p	Glyma.05G112200	LSD
Glyma.05G137000.1.p	Glyma.05G137000	C2H2
Glyma.05G137000.2.p	Glyma.05G137000	C2H2
Glyma.05G139000.1.p	Glyma.05G139000	C2H2
Glyma.05G139000.2.p	Glyma.05G139000	C2H2
Glyma.05G139000.3.p	Glyma.05G139000	C2H2
Glyma.05G139000.4.p	Glyma.05G139000	C2H2
Glyma.05G167900.1.p	Glyma.05G167900	C2H2
Glyma.05G171000.1.p	Glyma.05G171000	LSD
Glyma.05G177700.1.p	Glyma.05G177700	C2H2
Glyma.05G190500.1.p	Glyma.05G190500	C3H
Glyma.05G210600.1.p	Glyma.05G210600	C3H
Glyma.05G210600.2.p	Glyma.05G210600	C3H
Glyma.05G224400.1.p	Glyma.05G224400	C3H
Glyma.05G235400.1.p	Glyma.05G235400	C2H2
Glyma.05G248300.1.p	Glyma.05G248300	C2H2
Glyma.06G033300.1.p	Glyma.06G033300	C2H2
Glyma.06G045400.1.p	Glyma.06G045400	C2H2
Glyma.06G050300.1.p	Glyma.06G050300	C3H
Glyma.06G063700.1.p	Glyma.06G063700	C2H2
Glyma.06G142600.1.p	Glyma.06G142600	C2H2
Glyma.06G152200.1.p	Glyma.06G152200	C3H
Glyma.06G152200.2.p	Glyma.06G152200	C3H
Glyma.06G152200.3.p	Glyma.06G152200	C3H
Glyma.06G173700.1.p	Glyma.06G173700	C3H
Glyma.06G173700.2.p	Glyma.06G173700	C3H
Glyma.06G173800.1.p	Glyma.06G173800	C2H2
Glyma.06G174000.1.p	Glyma.06G174000	C2H2
Glyma.06G174000.2.p	Glyma.06G174000	C2H2
Glyma.06G197700.1.p	Glyma.06G197700	C2H2
Glyma.06G287200.1.p	Glyma.06G287200	C2H2
Glyma.06G290100.1.p	Glyma.06G290100	C3H
Glyma.06G311500.1.p	Glyma.06G311500	C2H2
Glyma.06G316400.1.p	Glyma.06G316400	C2H2
Glyma.07G009100.1.p	Glyma.07G009100	C2H2
Glyma.07G009100.2.p	Glyma.07G009100	C2H2
Glyma.07G012200.1.p	Glyma.07G012200	C2H2
Glyma.07G025300.1.p	Glyma.07G025300	C2H2
Glyma.07G107500.1.p	Glyma.07G107500	C2H2
Glyma.07G107500.2.p	Glyma.07G107500	C2H2
Glyma.07G126800.1.p	Glyma.07G126800	C3H
Glyma.07G135800.1.p	Glyma.07G135800	C2H2
Glyma.07G135900.1.p	Glyma.07G135900	C2H2
Glyma.07G158000.1.p	Glyma.07G158000	C2H2
Glyma.07G158000.2.p	Glyma.07G158000	C2H2
Glyma.07G158200.1.p	Glyma.07G158200	C2H2
Glyma.07G170500.1.p	Glyma.07G170500	C2H2
Glyma.07G174000.1.p	Glyma.07G174000	C2H2
Glyma.07G174000.2.p	Glyma.07G174000	C2H2
Glyma.07G174000.3.p	Glyma.07G174000	C2H2
Glyma.07G196200.1.p	Glyma.07G196200	LSD
Glyma.07G196200.2.p	Glyma.07G196200	LSD
Glyma.07G196200.3.p	Glyma.07G196200	LSD
Glyma.07G226800.1.p	Glyma.07G226800	C2H2
Glyma.07G226800.2.p	Glyma.07G226800	C2H2
Glyma.07G242800.1.p	Glyma.07G242800	C2H2
Glyma.07G250000.1.p	Glyma.07G250000	C3H
Glyma.07G250000.2.p	Glyma.07G250000	C3H
Glyma.07G250000.3.p	Glyma.07G250000	C3H
Glyma.08G031400.1.p	Glyma.08G031400	C3H
Glyma.08G042900.1.p	Glyma.08G042900	C2H2
Glyma.08G056800.1.p	Glyma.08G056800	C2H2
Glyma.08G091000.1.p	Glyma.08G091000	C3H
Glyma.08G092300.1.p	Glyma.08G092300	C2H2
Glyma.08G092300.2.p	Glyma.08G092300	C2H2
Glyma.08G094200.1.p	Glyma.08G094200	C2H2
Glyma.08G094200.2.p	Glyma.08G094200	C2H2
Glyma.08G126300.1.p	Glyma.08G126300	C2H2
Glyma.08G126300.2.p	Glyma.08G126300	C2H2
Glyma.08G129400.1.p	Glyma.08G129400	LSD
Glyma.08G134700.1.p	Glyma.08G134700	C2H2
Glyma.08G153800.1.p	Glyma.08G153800	C3H
Glyma.08G153800.2.p	Glyma.08G153800	C3H
Glyma.08G153800.3.p	Glyma.08G153800	C3H
Glyma.08G153800.4.p	Glyma.08G153800	C3H
Glyma.08G153800.5.p	Glyma.08G153800	C3H
Glyma.08G154100.1.p	Glyma.08G154100	C3H
Glyma.08G154500.1.p	Glyma.08G154500	C2H2
Glyma.08G192300.1.p	Glyma.08G192300	C2H2
Glyma.08G195700.1.p	Glyma.08G195700	C2H2
Glyma.08G195800.1.p	Glyma.08G195800	C2H2
Glyma.08G217100.1.p	Glyma.08G217100	C2H2
Glyma.08G232700.1.p	Glyma.08G232700	C3H
Glyma.08G232700.2.p	Glyma.08G232700	C3H
Glyma.08G286000.1.p	Glyma.08G286000	C3H
Glyma.09G034100.1.p	Glyma.09G034100	C2H2
Glyma.09G083500.1.p	Glyma.09G083500	LSD
Glyma.09G083500.2.p	Glyma.09G083500	LSD
Glyma.09G102900.1.p	Glyma.09G102900	C3H
Glyma.09G102900.2.p	Glyma.09G102900	C3H
Glyma.09G148000.1.p	Glyma.09G148000	C3H
Glyma.09G170200.1.p	Glyma.09G170200	C2H2
Glyma.09G230200.1.p	Glyma.09G230200	C2H2
Glyma.09G251200.1.p	Glyma.09G251200	C3H
Glyma.09G251200.2.p	Glyma.09G251200	C3H
Glyma.09G251200.3.p	Glyma.09G251200	C3H
Glyma.09G251200.4.p	Glyma.09G251200	C3H
Glyma.10G004000.1.p	Glyma.10G004000	C2H2
Glyma.10G020200.1.p	Glyma.10G020200	C2H2
Glyma.10G020600.1.p	Glyma.10G020600	C3H
Glyma.10G020700.1.p	Glyma.10G020700	C3H
Glyma.10G029700.1.p	Glyma.10G029700	C2H2
Glyma.10G034600.1.p	Glyma.10G034600	C2H2
Glyma.10G045200.1.p	Glyma.10G045200	C2H2
Glyma.10G045300.1.p	Glyma.10G045300	C2H2
Glyma.10G045400.1.p	Glyma.10G045400	C2H2
Glyma.10G051500.1.p	Glyma.10G051500	C2H2
Glyma.10G051500.2.p	Glyma.10G051500	C2H2
Glyma.10G051500.3.p	Glyma.10G051500	C2H2
Glyma.10G051500.4.p	Glyma.10G051500	C2H2
Glyma.10G059700.1.p	Glyma.10G059700	C2H2
Glyma.10G095100.1.p	Glyma.10G095100	C2H2
Glyma.10G100400.1.p	Glyma.10G100400	C3H
Glyma.10G101900.1.p	Glyma.10G101900	C2H2
Glyma.10G103400.1.p	Glyma.10G103400	C2H2
Glyma.10G144700.1.p	Glyma.10G144700	C3H
Glyma.10G144700.2.p	Glyma.10G144700	C3H
Glyma.10G153200.1.p	Glyma.10G153200	C2H2
Glyma.10G170800.1.p	Glyma.10G170800	C3H
Glyma.10G170800.2.p	Glyma.10G170800	C3H
Glyma.10G170800.3.p	Glyma.10G170800	C3H
Glyma.10G170800.4.p	Glyma.10G170800	C3H
Glyma.10G170800.5.p	Glyma.10G170800	C3H
Glyma.10G182100.1.p	Glyma.10G182100	C2H2
Glyma.10G184500.1.p	Glyma.10G184500	C2H2
Glyma.10G197200.1.p	Glyma.10G197200	C2H2
Glyma.10G204300.1.p	Glyma.10G204300	C2H2
Glyma.10G206600.1.p	Glyma.10G206600	C2H2
Glyma.10G206600.2.p	Glyma.10G206600	C2H2
Glyma.10G209600.1.p	Glyma.10G209600	C2H2
Glyma.10G209600.2.p	Glyma.10G209600	C2H2
Glyma.10G215200.1.p	Glyma.10G215200	C2H2
Glyma.10G233400.1.p	Glyma.10G233400	C2H2
Glyma.10G233400.2.p	Glyma.10G233400	C2H2
Glyma.10G233400.3.p	Glyma.10G233400	C2H2
Glyma.10G257900.1.p	Glyma.10G257900	C2H2
Glyma.10G269300.1.p	Glyma.10G269300	C3H
Glyma.10G269300.2.p	Glyma.10G269300	C3H
Glyma.10G280000.1.p	Glyma.10G280000	C2H2
Glyma.10G295200.1.p	Glyma.10G295200	C2H2
Glyma.10G296700.1.p	Glyma.10G296700	C3H
Glyma.11G033100.1.p	Glyma.11G033100	C2H2
Glyma.11G043200.1.p	Glyma.11G043200	C2H2
Glyma.11G075900.1.p	Glyma.11G075900	C3H
Glyma.11G109000.1.p	Glyma.11G109000	C3H
Glyma.11G109000.2.p	Glyma.11G109000	C3H
Glyma.11G132600.1.p	Glyma.11G132600	C2H2
Glyma.11G135800.1.p	Glyma.11G135800	C2H2
Glyma.11G142500.1.p	Glyma.11G142500	C2H2
Glyma.11G147200.1.p	Glyma.11G147200	C3H
Glyma.11G147200.2.p	Glyma.11G147200	C3H
Glyma.11G174400.1.p	Glyma.11G174400	C3H
Glyma.11G184000.1.p	Glyma.11G184000	C2H2
Glyma.11G189500.1.p	Glyma.11G189500	C2H2
Glyma.11G192400.1.p	Glyma.11G192400	C2H2
Glyma.11G192600.1.p	Glyma.11G192600	C2H2
Glyma.11G214300.1.p	Glyma.11G214300	C2H2
Glyma.11G214300.2.p	Glyma.11G214300	C2H2
Glyma.11G221500.1.p	Glyma.11G221500	C2H2
Glyma.11G240600.1.p	Glyma.11G240600	C2H2
Glyma.11G253400.1.p	Glyma.11G253400	C2H2
Glyma.12G016400.1.p	Glyma.12G016400	C3H
Glyma.12G016400.2.p	Glyma.12G016400	C3H
Glyma.12G057000.1.p	Glyma.12G057000	C2H2
Glyma.12G059500.1.p	Glyma.12G059500	C2H2
Glyma.12G068100.1.p	Glyma.12G068100	C3H
Glyma.12G068100.2.p	Glyma.12G068100	C3H
Glyma.12G070300.1.p	Glyma.12G070300	C2H2
Glyma.12G081400.1.p	Glyma.12G081400	C2H2
Glyma.12G081700.1.p	Glyma.12G081700	C2H2
Glyma.12G084700.1.p	Glyma.12G084700	C2H2
Glyma.12G088400.1.p	Glyma.12G088400	C2H2
Glyma.12G116900.1.p	Glyma.12G116900	C3H
Glyma.12G118800.1.p	Glyma.12G118800	C2H2
Glyma.12G171700.1.p	Glyma.12G171700	C2H2
Glyma.12G178900.1.p	Glyma.12G178900	C2H2
Glyma.12G179000.1.p	Glyma.12G179000	C2H2
Glyma.12G179000.2.p	Glyma.12G179000	C2H2
Glyma.12G179000.3.p	Glyma.12G179000	C2H2
Glyma.12G179000.4.p	Glyma.12G179000	C2H2
Glyma.12G181400.1.p	Glyma.12G181400	C2H2
Glyma.12G183900.1.p	Glyma.12G183900	C2H2
Glyma.12G205700.1.p	Glyma.12G205700	C3H
Glyma.12G207200.1.p	Glyma.12G207200	C2H2
Glyma.12G230200.1.p	Glyma.12G230200	C2H2
Glyma.12G237300.1.p	Glyma.12G237300	C3H
Glyma.12G237300.2.p	Glyma.12G237300	C3H
Glyma.12G237800.1.p	Glyma.12G237800	C2H2
Glyma.12G237800.2.p	Glyma.12G237800	C2H2
Glyma.13G073300.1.p	Glyma.13G073300	C2H2
Glyma.13G090000.1.p	Glyma.13G090000	C2H2
Glyma.13G095500.1.p	Glyma.13G095500	C2H2
Glyma.13G120900.1.p	Glyma.13G120900	C2H2
Glyma.13G121000.1.p	Glyma.13G121000	C2H2
Glyma.13G132800.1.p	Glyma.13G132800	C2H2
Glyma.13G133000.1.p	Glyma.13G133000	C2H2
Glyma.13G133100.1.p	Glyma.13G133100	C2H2
Glyma.13G139000.1.p	Glyma.13G139000	C2H2
Glyma.13G139000.2.p	Glyma.13G139000	C2H2
Glyma.13G146400.1.p	Glyma.13G146400	C2H2
Glyma.13G202800.1.p	Glyma.13G202800	C3H
Glyma.13G203700.1.p	Glyma.13G203700	C2H2
Glyma.13G203700.2.p	Glyma.13G203700	C2H2
Glyma.13G217000.1.p	Glyma.13G217000	C3H
Glyma.13G217000.2.p	Glyma.13G217000	C3H
Glyma.13G217000.3.p	Glyma.13G217000	C3H
Glyma.13G218900.1.p	Glyma.13G218900	C2H2
Glyma.13G236800.1.p	Glyma.13G236800	C3H
Glyma.13G236800.2.p	Glyma.13G236800	C3H
Glyma.13G269400.1.p	Glyma.13G269400	C2H2
Glyma.13G293800.1.p	Glyma.13G293800	C2H2
Glyma.13G317200.1.p	Glyma.13G317200	C2H2
Glyma.13G321800.1.p	Glyma.13G321800	C2H2
Glyma.13G321800.2.p	Glyma.13G321800	C2H2
Glyma.13G321800.3.p	Glyma.13G321800	C2H2
Glyma.13G321800.4.p	Glyma.13G321800	C2H2
Glyma.13G321800.5.p	Glyma.13G321800	C2H2
Glyma.13G321900.1.p	Glyma.13G321900	C2H2
Glyma.13G327500.1.p	Glyma.13G327500	C2H2
Glyma.13G327500.2.p	Glyma.13G327500	C2H2
Glyma.13G327500.3.p	Glyma.13G327500	C2H2
Glyma.13G333400.1.p	Glyma.13G333400	C2H2
Glyma.13G349500.1.p	Glyma.13G349500	C2H2
Glyma.13G349500.2.p	Glyma.13G349500	C2H2
Glyma.13G363600.1.p	Glyma.13G363600	C3H
Glyma.13G369500.1.p	Glyma.13G369500	C2H2
Glyma.14G001700.1.p	Glyma.14G001700	C2H2
Glyma.14G016300.1.p	Glyma.14G016300	C3H
Glyma.14G016300.2.p	Glyma.14G016300	C3H
Glyma.14G050000.1.p	Glyma.14G050000	C3H
Glyma.14G050000.2.p	Glyma.14G050000	C3H
Glyma.14G050000.3.p	Glyma.14G050000	C3H
Glyma.14G050000.4.p	Glyma.14G050000	C3H
Glyma.14G066500.1.p	Glyma.14G066500	C2H2
Glyma.14G088300.1.p	Glyma.14G088300	C2H2
Glyma.14G095900.1.p	Glyma.14G095900	C2H2
Glyma.14G110900.1.p	Glyma.14G110900	C2H2
Glyma.14G174900.1.p	Glyma.14G174900	C2H2
Glyma.14G194100.1.p	Glyma.14G194100	C3H
Glyma.14G212000.1.p	Glyma.14G212000	C2H2
Glyma.14G212000.2.p	Glyma.14G212000	C2H2
Glyma.14G212000.3.p	Glyma.14G212000	C2H2
Glyma.14G212000.4.p	Glyma.14G212000	C2H2
Glyma.14G212000.5.p	Glyma.14G212000	C2H2
Glyma.14G218700.1.p	Glyma.14G218700	C2H2
Glyma.15G004100.1.p	Glyma.15G004100	C2H2
Glyma.15G004100.2.p	Glyma.15G004100	C2H2
Glyma.15G024500.1.p	Glyma.15G024500	C2H2
Glyma.15G024500.2.p	Glyma.15G024500	C2H2
Glyma.15G024500.3.p	Glyma.15G024500	C2H2
Glyma.15G024500.4.p	Glyma.15G024500	C2H2
Glyma.15G033600.1.p	Glyma.15G033600	C2H2
Glyma.15G040700.1.p	Glyma.15G040700	C2H2
Glyma.15G054200.1.p	Glyma.15G054200	C2H2
Glyma.15G054200.2.p	Glyma.15G054200	C2H2
Glyma.15G076800.1.p	Glyma.15G076800	C3H
Glyma.15G095500.1.p	Glyma.15G095500	C3H
Glyma.15G095500.2.p	Glyma.15G095500	C3H
Glyma.15G095500.3.p	Glyma.15G095500	C3H
Glyma.15G192000.1.p	Glyma.15G192000	LSD
Glyma.15G192000.2.p	Glyma.15G192000	LSD
Glyma.15G192000.3.p	Glyma.15G192000	LSD
Glyma.15G192000.4.p	Glyma.15G192000	LSD
Glyma.15G217400.1.p	Glyma.15G217400	C3H
Glyma.15G272400.1.p	Glyma.15G272400	C3H
Glyma.15G272400.2.p	Glyma.15G272400	C3H
Glyma.15G272400.3.p	Glyma.15G272400	C3H
Glyma.15G273000.1.p	Glyma.15G273000	C3H
Glyma.15G273400.1.p	Glyma.15G273400	C2H2
Glyma.15G273400.2.p	Glyma.15G273400	C2H2
Glyma.15G274800.1.p	Glyma.15G274800	C3H
Glyma.16G010500.1.p	Glyma.16G010500	C3H
Glyma.16G010500.2.p	Glyma.16G010500	C3H
Glyma.16G010500.3.p	Glyma.16G010500	C3H
Glyma.16G056000.1.p	Glyma.16G056000	C2H2
Glyma.16G102000.1.p	Glyma.16G102000	C2H2
Glyma.16G141100.1.p	Glyma.16G141100	C2H2
Glyma.16G141100.2.p	Glyma.16G141100	C2H2
Glyma.16G156400.1.p	Glyma.16G156400	C2H2
Glyma.16G181700.1.p	Glyma.16G181700	C2H2
Glyma.16G181700.2.p	Glyma.16G181700	C2H2
Glyma.16G181700.3.p	Glyma.16G181700	C2H2
Glyma.16G199300.1.p	Glyma.16G199300	C3H
Glyma.16G199300.2.p	Glyma.16G199300	C3H
Glyma.17G024400.1.p	Glyma.17G024400	C3H
Glyma.17G024400.2.p	Glyma.17G024400	C3H
Glyma.17G024400.3.p	Glyma.17G024400	C3H
Glyma.17G024400.4.p	Glyma.17G024400	C3H
Glyma.17G031400.1.p	Glyma.17G031400	C2H2
Glyma.17G054700.1.p	Glyma.17G054700	C3H
Glyma.17G064700.1.p	Glyma.17G064700	C2H2
Glyma.17G076900.1.p	Glyma.17G076900	C2H2
Glyma.17G076900.2.p	Glyma.17G076900	C2H2
Glyma.17G116200.1.p	Glyma.17G116200	C3H
Glyma.17G116700.1.p	Glyma.17G116700	C3H
Glyma.17G126800.1.p	Glyma.17G126800	C3H
Glyma.17G126800.2.p	Glyma.17G126800	C3H
Glyma.17G142300.1.p	Glyma.17G142300	C2H2
Glyma.17G154800.1.p	Glyma.17G154800	LSD
Glyma.17G154800.2.p	Glyma.17G154800	LSD
Glyma.17G154800.3.p	Glyma.17G154800	LSD
Glyma.17G155600.1.p	Glyma.17G155600	C2H2
Glyma.17G155600.2.p	Glyma.17G155600	C2H2
Glyma.17G216800.1.p	Glyma.17G216800	C2H2
Glyma.17G228000.1.p	Glyma.17G228000	C2H2
Glyma.17G228000.2.p	Glyma.17G228000	C2H2
Glyma.17G236200.1.p	Glyma.17G236200	C2H2
Glyma.17G239900.1.p	Glyma.17G239900	C2H2
Glyma.17G257700.1.p	Glyma.17G257700	C2H2
Glyma.18G003600.1.p	Glyma.18G003600	C2H2
Glyma.18G016700.1.p	Glyma.18G016700	C2H2
Glyma.18G036000.1.p	Glyma.18G036000	C2H2
Glyma.18G042300.1.p	Glyma.18G042300	C2H2
Glyma.18G042300.2.p	Glyma.18G042300	C2H2
Glyma.18G042300.3.p	Glyma.18G042300	C2H2
Glyma.18G042300.4.p	Glyma.18G042300	C2H2
Glyma.18G062200.1.p	Glyma.18G062200	C3H
Glyma.18G066100.1.p	Glyma.18G066100	C2H2
Glyma.18G185900.1.p	Glyma.18G185900	C2H2
Glyma.18G186000.1.p	Glyma.18G186000	C2H2
Glyma.18G241300.1.p	Glyma.18G241300	C3H
Glyma.18G241300.2.p	Glyma.18G241300	C3H
Glyma.18G287200.1.p	Glyma.18G287200	C2H2
Glyma.19G140400.1.p	Glyma.19G140400	C2H2
Glyma.19G141700.1.p	Glyma.19G141700	C3H
Glyma.19G141700.2.p	Glyma.19G141700	C3H
Glyma.19G141700.3.p	Glyma.19G141700	C3H
Glyma.19G141700.4.p	Glyma.19G141700	C3H
Glyma.19G142600.1.p	Glyma.19G142600	C2H2
Glyma.19G147100.1.p	Glyma.19G147100	C3H
Glyma.19G147100.2.p	Glyma.19G147100	C3H
Glyma.19G159600.1.p	Glyma.19G159600	C2H2
Glyma.19G162500.1.p	Glyma.19G162500	C2H2
Glyma.19G174000.1.p	Glyma.19G174000	C2H2
Glyma.19G174100.1.p	Glyma.19G174100	C2H2
Glyma.19G174200.1.p	Glyma.19G174200	C2H2
Glyma.19G180400.1.p	Glyma.19G180400	C2H2
Glyma.19G180400.2.p	Glyma.19G180400	C2H2
Glyma.19G186200.1.p	Glyma.19G186200	C2H2
Glyma.19G208900.1.p	Glyma.19G208900	C2H2
Glyma.19G214600.1.p	Glyma.19G214600	C2H2
Glyma.19G225400.1.p	Glyma.19G225400	C2H2
Glyma.19G225400.2.p	Glyma.19G225400	C2H2
Glyma.19G225400.3.p	Glyma.19G225400	C2H2
Glyma.19G234500.1.p	Glyma.19G234500	C2H2
Glyma.20G005800.1.p	Glyma.20G005800	C2H2
Glyma.20G005900.1.p	Glyma.20G005900	C2H2
Glyma.20G005900.2.p	Glyma.20G005900	C2H2
Glyma.20G012700.1.p	Glyma.20G012700	C2H2
Glyma.20G026600.1.p	Glyma.20G026600	C2H2
Glyma.20G047500.1.p	Glyma.20G047500	C2H2
Glyma.20G093700.1.p	Glyma.20G093700	C3H
Glyma.20G099100.1.p	Glyma.20G099100	C2H2
Glyma.20G109400.1.p	Glyma.20G109400	C2H2
Glyma.20G109400.2.p	Glyma.20G109400	C2H2
Glyma.20G109400.3.p	Glyma.20G109400	C2H2
Glyma.20G109400.4.p	Glyma.20G109400	C2H2
Glyma.20G121800.1.p	Glyma.20G121800	C3H
Glyma.20G161000.1.p	Glyma.20G161000	C2H2
Glyma.20G176500.1.p	Glyma.20G176500	C2H2
Glyma.20G181000.1.p	Glyma.20G181000	C2H2
Glyma.20G184000.1.p	Glyma.20G184000	C2H2
Glyma.20G184000.2.p	Glyma.20G184000	C2H2
Glyma.20G184000.3.p	Glyma.20G184000	C2H2
Glyma.20G184000.4.p	Glyma.20G184000	C2H2
Glyma.20G184000.5.p	Glyma.20G184000	C2H2
Glyma.20G186400.1.p	Glyma.20G186400	C2H2
Glyma.20G193000.1.p	Glyma.20G193000	C2H2
Glyma.20G206000.1.p	Glyma.20G206000	C2H2
Glyma.20G207900.1.p	Glyma.20G207900	C2H2
Glyma.20G219100.1.p	Glyma.20G219100	C3H
Glyma.20G219100.2.p	Glyma.20G219100	C3H
Glyma.20G235100.1.p	Glyma.20G235100	C2H2
Glyma.20G247500.1.p	Glyma.20G247500	C3H
Glyma.U001100.1.p	Glyma.U001100	C2H2
Glyma.U019400.1.p	Glyma.U019400	C2H2
Glyma.01G004900.1.p	Glyma.01G004900	MYB
Glyma.01G016600.1.p	Glyma.01G016600	MYB
Glyma.01G044300.1.p	Glyma.01G044300	MYB
Glyma.01G044300.2.p	Glyma.01G044300	MYB
Glyma.01G044300.3.p	Glyma.01G044300	MYB
Glyma.01G044300.4.p	Glyma.01G044300	MYB
Glyma.01G044300.5.p	Glyma.01G044300	MYB
Glyma.01G049600.1.p	Glyma.01G049600	MYB
Glyma.01G051700.1.p	Glyma.01G051700	MYB
Glyma.01G067800.1.p	Glyma.01G067800	MYB
Glyma.01G107500.1.p	Glyma.01G107500	MYB
Glyma.01G112700.1.p	Glyma.01G112700	MYB
Glyma.01G112700.2.p	Glyma.01G112700	MYB
Glyma.01G112700.3.p	Glyma.01G112700	MYB
Glyma.01G190100.1.p	Glyma.01G190100	MYB
Glyma.01G196200.1.p	Glyma.01G196200	MYB
Glyma.01G207600.1.p	Glyma.01G207600	MYB
Glyma.01G211500.1.p	Glyma.01G211500	MYB
Glyma.01G217500.1.p	Glyma.01G217500	MYB
Glyma.01G217500.2.p	Glyma.01G217500	MYB
Glyma.01G222200.1.p	Glyma.01G222200	MYB
Glyma.01G233400.1.p	Glyma.01G233400	MYB
Glyma.02G005600.1.p	Glyma.02G005600	MYB
Glyma.02G006800.1.p	Glyma.02G006800	MYB
Glyma.02G009800.1.p	Glyma.02G009800	MYB
Glyma.02G013900.1.p	Glyma.02G013900	MYB
Glyma.02G019300.1.p	Glyma.02G019300	MYB
Glyma.02G019300.2.p	Glyma.02G019300	MYB
Glyma.02G108800.1.p	Glyma.02G108800	MYB
Glyma.02G110000.1.p	Glyma.02G110000	MYB
Glyma.02G110100.1.p	Glyma.02G110100	MYB
Glyma.02G110200.1.p	Glyma.02G110200	MYB
Glyma.02G124300.1.p	Glyma.02G124300	MYB
Glyma.02G224900.1.p	Glyma.02G224900	MYB
Glyma.02G225700.1.p	Glyma.02G225700	MYB
Glyma.02G244600.1.p	Glyma.02G244600	MYB
Glyma.02G247100.1.p	Glyma.02G247100	MYB
Glyma.02G253100.1.p	Glyma.02G253100	MYB
Glyma.02G254200.1.p	Glyma.02G254200	MYB
Glyma.02G254200.2.p	Glyma.02G254200	MYB
Glyma.02G254200.3.p	Glyma.02G254200	MYB
Glyma.02G254200.4.p	Glyma.02G254200	MYB
Glyma.02G254200.5.p	Glyma.02G254200	MYB
Glyma.02G254200.6.p	Glyma.02G254200	MYB
Glyma.02G264900.1.p	Glyma.02G264900	MYB
Glyma.02G264900.2.p	Glyma.02G264900	MYB
Glyma.03G006600.1.p	Glyma.03G006600	MYB
Glyma.03G007500.1.p	Glyma.03G007500	MYB
Glyma.03G013300.1.p	Glyma.03G013300	MYB
Glyma.03G078000.1.p	Glyma.03G078000	MYB
Glyma.03G078000.2.p	Glyma.03G078000	MYB
Glyma.03G081900.1.p	Glyma.03G081900	MYB
Glyma.03G082400.1.p	Glyma.03G082400	MYB
Glyma.03G115400.1.p	Glyma.03G115400	MYB
Glyma.03G163100.1.p	Glyma.03G163100	MYB
Glyma.03G183900.1.p	Glyma.03G183900	MYB
Glyma.03G218200.1.p	Glyma.03G218200	MYB
Glyma.03G221700.1.p	Glyma.03G221700	MYB
Glyma.03G221900.1.p	Glyma.03G221900	MYB
Glyma.03G225200.1.p	Glyma.03G225200	MYB
Glyma.03G227700.1.p	Glyma.03G227700	MYB
Glyma.03G227700.2.p	Glyma.03G227700	MYB
Glyma.03G250600.1.p	Glyma.03G250600	MYB
Glyma.03G258700.1.p	Glyma.03G258700	MYB
Glyma.04G004100.1.p	Glyma.04G004100	MYB
Glyma.04G004100.2.p	Glyma.04G004100	MYB
Glyma.04G036700.1.p	Glyma.04G036700	MYB
Glyma.04G042300.1.p	Glyma.04G042300	MYB
Glyma.04G048900.1.p	Glyma.04G048900	MYB
